State,County,ZIP,Target Home Value Range,Estimated Population,Estimated Lead Volume,Priority,Reason,Suggested Lead Pull Criteria
GA,Appling Zip Market,30802,$401k-$450k,33.0,33.0,Medium,"Within the configured 45-minute drive market for Augusta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Northville Zip Market,48167,$394k-$350k,88.0,88.0,High,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Byron Center Zip Market,49315,$300k-$350k,54.0,54.0,High,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Troy Zip Market,48083,$192k-$350k,42.0,42.0,High,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Ludington Zip Market,49431,$194k-$350k,51.0,51.0,High,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Flint Zip Market,48503,$70k-$77k,66.0,66.0,High,"Within the configured 45-minute drive market for Flint; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Detroit Zip Market,48206,$99k-$265k,85.0,85.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Grand Rapids Zip Market,49525,$268k-$350k,50.0,50.0,Medium,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Harrison Township Zip Market,48045,$231k-$350k,84.0,84.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Saint Clair Zip Market,48079,$187k-$350k,30.0,30.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Linden Zip Market,48451,$231k-$350k,53.0,53.0,Medium,"Within the configured 45-minute drive market for Flint; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Spring Lake Zip Market,49456,$275k-$350k,78.0,78.0,Medium,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Detroit Zip Market,48207,$97k-$260k,87.0,87.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Novi Zip Market,48377,$168k-$350k,27.0,27.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Detroit Zip Market,48213,$70k-$84k,94.0,94.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Northville Zip Market,48168,$360k-$350k,47.0,47.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Detroit Zip Market,48204,$70k-$101k,98.0,98.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Wixom Zip Market,48393,$171k-$350k,28.0,28.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Highland Park Zip Market,48203,$70k-$82k,107.0,107.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Rochester Zip Market,48309,$274k-$350k,43.0,43.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Troy Zip Market,48085,$264k-$350k,58.0,58.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Grand Rapids Zip Market,49534,$225k-$350k,27.0,27.0,Medium,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Grand Rapids Zip Market,49546,$325k-$350k,38.0,38.0,Medium,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Birmingham Zip Market,48009,$614k-$350k,126.0,126.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Detroit Zip Market,48208,$136k-$350k,37.0,37.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Troy Zip Market,48098,$303k-$350k,39.0,39.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Ada Zip Market,49301,$454k-$350k,32.0,32.0,Medium,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Bloomfield Hills Zip Market,48302,$549k-$350k,65.0,65.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,South Haven Zip Market,49090,$253k-$350k,71.0,71.0,Medium,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Dexter Zip Market,48130,$328k-$350k,32.0,32.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Newaygo Zip Market,49337,$190k-$350k,26.0,26.0,Medium,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Grosse Pointe Zip Market,48230,$297k-$350k,27.0,27.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Howard City Zip Market,49329,$189k-$350k,25.0,25.0,Medium,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Lake Orion Zip Market,48362,$302k-$350k,33.0,33.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Troy Zip Market,48084,$217k-$350k,26.0,26.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,White Lake Zip Market,48383,$277k-$350k,26.0,26.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Fennville Zip Market,49408,$325k-$350k,32.0,32.0,Medium,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Flint Zip Market,48505,$70k-$170k,44.0,44.0,Medium,"Within the configured 45-minute drive market for Flint; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Flint Zip Market,48504,$70k-$170k,72.0,72.0,Medium,"Within the configured 45-minute drive market for Flint; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Saugatuck Zip Market,49453,$423k-$350k,27.0,27.0,Medium,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Washington Zip Market,48095,$432k-$350k,30.0,30.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Pentwater Zip Market,49449,$254k-$350k,26.0,26.0,Medium,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
