State,County,ZIP,Target Home Value Range,Estimated Population,Estimated Lead Volume,Priority,Reason,Suggested Lead Pull Criteria
MI,Grandville Zip Market,49418,$220k-$350k,37.0,37.0,High,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Ann Arbor Zip Market,48105,$294k-$350k,110.0,110.0,High,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Milan Zip Market,48160,$174k-$350k,32.0,32.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Paw Paw Zip Market,49079,$174k-$350k,30.0,30.0,Medium,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Algonac Zip Market,48001,$189k-$350k,68.0,68.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Rochester Zip Market,48306,$481k-$350k,73.0,73.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Baldwin Zip Market,49304,$110k-$293k,41.0,41.0,Medium,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Coldwater Zip Market,49036,$186k-$350k,66.0,66.0,Medium,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Sterling Heights Zip Market,48314,$207k-$350k,39.0,39.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,White Lake Zip Market,48386,$253k-$350k,53.0,53.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Pontiac Zip Market,48342,$70k-$180k,31.0,31.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,West Bloomfield Zip Market,48323,$311k-$350k,70.0,70.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Pinckney Zip Market,48169,$290k-$350k,52.0,52.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Novi Zip Market,48375,$234k-$350k,43.0,43.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Clarkston Zip Market,48348,$325k-$350k,53.0,53.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Bloomfield Hills Zip Market,48304,$387k-$350k,65.0,65.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Farmington Zip Market,48331,$267k-$350k,39.0,39.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Oxford Zip Market,48371,$276k-$350k,38.0,38.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Dewitt Zip Market,48820,$214k-$350k,25.0,25.0,Medium,"Within the configured 45-minute drive market for Lansing; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Milford Zip Market,48381,$293k-$350k,54.0,54.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Brighton Zip Market,48114,$302k-$350k,43.0,43.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Commerce Township Zip Market,48382,$321k-$350k,66.0,66.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Detroit Zip Market,48202,$139k-$350k,86.0,86.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Zeeland Zip Market,49464,$257k-$350k,38.0,38.0,Medium,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Washington Zip Market,48094,$358k-$350k,57.0,57.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,West Bloomfield Zip Market,48324,$288k-$350k,46.0,46.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Okemos Zip Market,48864,$300k-$350k,48.0,48.0,Medium,"Within the configured 45-minute drive market for Lansing; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Grosse Ile Zip Market,48138,$211k-$350k,27.0,27.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Franklin Zip Market,48025,$407k-$350k,44.0,44.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Allendale Zip Market,49401,$247k-$350k,42.0,42.0,Medium,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Lake Orion Zip Market,48360,$225k-$350k,27.0,27.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Detroit Zip Market,48226,$188k-$350k,30.0,30.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Lexington Zip Market,48450,$146k-$350k,68.0,68.0,Medium,"Within the configured 45-minute drive market for Flint; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Ortonville Zip Market,48462,$249k-$350k,27.0,27.0,Medium,"Within the configured 45-minute drive market for Flint; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Bloomfield Hills Zip Market,48301,$491k-$350k,42.0,42.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Richland Zip Market,49083,$237k-$350k,31.0,31.0,Medium,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Sparta Zip Market,49345,$239k-$350k,27.0,27.0,Medium,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Cassopolis Zip Market,49031,$209k-$350k,28.0,28.0,Medium,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Highland Zip Market,48356,$244k-$350k,28.0,28.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Romeo Zip Market,48065,$306k-$350k,35.0,35.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Stanwood Zip Market,49346,$217k-$350k,50.0,50.0,Medium,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Newport Zip Market,48166,$247k-$350k,30.0,30.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Detroit Zip Market,48216,$137k-$350k,27.0,27.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Detroit Zip Market,48201,$204k-$350k,48.0,48.0,Medium,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Mears Zip Market,49436,$252k-$350k,29.0,29.0,Medium,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
